id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres,description
31,31,31,31,1,271772569,6469549604761,"Jennifer Thomas, Michael Taylor",1911.0,The Abode,The Abode,eng,4.02,698,698,69,13,55,104,244,282,https://example.com/bookcovers/31.jpg,https://example.com/bookcovers/small/31.jpg,Fantasy,"This is a fictional description for the book 'The Abode' by Jennifer Thomas, Michael Taylor."
32,32,32,32,1,519482731,5463905683147,"Michelle Johnson, Jennifer Johnson",2010.0,"Das einzige Kind, Im Zeichen des Löwen","Das einzige Kind, Im Zeichen des Löwen",eng,1.79,4701,4701,470,1410,1175,940,705,471,https://example.com/bookcovers/32.jpg,https://example.com/bookcovers/small/32.jpg,"Romance, Self-help, Mystery","This is a fictional description for the book 'Das einzige Kind, Im Zeichen des Löwen' by Michelle Johnson, Jennifer Johnson."
33,33,33,33,1,358823982,8247998926280,Sarah Davis,1914.0,Las estrellas nos atacan,Las estrellas nos atacan,eng,1.42,1722,1722,172,516,430,344,258,174,https://example.com/bookcovers/33.jpg,https://example.com/bookcovers/small/33.jpg,Historical Fiction,This is a fictional description for the book 'Las estrellas nos atacan' by Sarah Davis.
34,34,34,34,1,341805712,8094613632293,"Sarah Brown, Jennifer Johnson, Michael Davis",1979.0,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,eng,1.27,9343,9343,934,2802,2335,1868,1401,937,https://example.com/bookcovers/34.jpg,https://example.com/bookcovers/small/34.jpg,"Thriller, Fantasy","This is a fictional description for the book 'Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie' by Sarah Brown, Jennifer Johnson, Michael Davis."
35,35,35,35,1,4575059480,4923252452068,"Emily Anderson, Linda Brown, Linda Miller",2020.0,The Discerning Heart: Exploring the Christian Path,The Discerning Heart: Exploring the Christian Path,eng,1.13,6181,6181,618,1854,1545,1236,927,619,https://example.com/bookcovers/35.jpg,https://example.com/bookcovers/small/35.jpg,"Mystery, Thriller","This is a fictional description for the book 'The Discerning Heart: Exploring the Christian Path' by Emily Anderson, Linda Brown, Linda Miller."
36,36,36,36,1,4348105982,8582587249422,"Robert Thomas, Emily Taylor",2024.0,India and Israel against Islamic terror,India and Israel against Islamic terror,eng,3.56,5786,5786,578,289,578,1446,2314,1159,https://example.com/bookcovers/36.jpg,https://example.com/bookcovers/small/36.jpg,Horror,"This is a fictional description for the book 'India and Israel against Islamic terror' by Robert Thomas, Emily Taylor."
37,37,37,37,1,501721856,5839752678859,"Sarah Moore, Robert Smith, John Miller",1974.0,Walking and climbing,Walking and climbing,eng,2.97,9730,9730,973,2919,2432,1946,1459,974,https://example.com/bookcovers/37.jpg,https://example.com/bookcovers/small/37.jpg,"Literary Fiction, Horror, Thriller","This is a fictional description for the book 'Walking and climbing' by Sarah Moore, Robert Smith, John Miller."
38,38,38,38,1,2582089957,1887469936987,"Robert Thomas, James Thomas, Emily Brown",1931.0,ASURA SOVEREIGN 30,ASURA SOVEREIGN 30,eng,1.55,8217,8217,821,2465,2054,1643,1232,823,https://example.com/bookcovers/38.jpg,https://example.com/bookcovers/small/38.jpg,"Young Adult, Mystery","This is a fictional description for the book 'ASURA SOVEREIGN 30' by Robert Thomas, James Thomas, Emily Brown."
39,39,39,39,1,3120552190,7740932401875,"Michael Taylor, Sarah Thomas",1963.0,"When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation","When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation",eng,2.44,2222,2222,222,666,555,444,333,224,https://example.com/bookcovers/39.jpg,https://example.com/bookcovers/small/39.jpg,Romance,"This is a fictional description for the book 'When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation' by Michael Taylor, Sarah Thomas."
40,40,40,40,1,3543460291,1354310592187,James Taylor,1957.0,Snap,Snap,eng,1.24,3921,3921,392,1176,980,784,588,393,https://example.com/bookcovers/40.jpg,https://example.com/bookcovers/small/40.jpg,"Mystery, Historical Fiction, Non-fiction",This is a fictional description for the book 'Snap' by James Taylor.
41,41,41,41,1,6474884659,1261092246950,Linda Moore,1965.0,The Wandering Inn: Book 2 - Fae and Fare,The Wandering Inn: Book 2 - Fae and Fare,eng,1.68,6682,6682,668,2004,1670,1336,1002,670,https://example.com/bookcovers/41.jpg,https://example.com/bookcovers/small/41.jpg,"Non-fiction, Literary Fiction, Horror",This is a fictional description for the book 'The Wandering Inn: Book 2 - Fae and Fare' by Linda Moore.
42,42,42,42,1,8155415847,8445074525518,"Sarah Davis, Sarah Thomas, Michael Wilson",1953.0,Shelter folks,Shelter folks,eng,2.67,4258,4258,425,1277,1064,851,638,428,https://example.com/bookcovers/42.jpg,https://example.com/bookcovers/small/42.jpg,"Horror, Thriller, Biography","This is a fictional description for the book 'Shelter folks' by Sarah Davis, Sarah Thomas, Michael Wilson."
43,43,43,43,1,1491528167,4701189473004,"Michelle Taylor, Sarah Wilson",2022.0,"The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich","The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich",eng,2.65,8787,8787,878,2636,2196,1757,1318,880,https://example.com/bookcovers/43.jpg,https://example.com/bookcovers/small/43.jpg,Self-help,"This is a fictional description for the book 'The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich' by Michelle Taylor, Sarah Wilson."
44,44,44,44,1,4980545400,4199218151164,David Smith,2010.0,MacLaurin's Lady,MacLaurin's Lady,eng,2.97,4805,4805,480,1441,1201,961,720,482,https://example.com/bookcovers/44.jpg,https://example.com/bookcovers/small/44.jpg,Thriller,This is a fictional description for the book 'MacLaurin's Lady' by David Smith.
45,45,45,45,1,6055226808,5773997595973,Robert Davis,1948.0,The Bay,The Bay,eng,3.53,3452,3452,345,172,345,863,1380,692,https://example.com/bookcovers/45.jpg,https://example.com/bookcovers/small/45.jpg,"Historical Fiction, Mystery, Biography",This is a fictional description for the book 'The Bay' by Robert Davis.
46,46,46,46,1,3921122637,1532280888576,"Robert Wilson, Jennifer Miller",1913.0,The Boyband Murder Mystery,The Boyband Murder Mystery,eng,4.2,5496,5496,549,109,439,824,1923,2201,https://example.com/bookcovers/46.jpg,https://example.com/bookcovers/small/46.jpg,"Non-fiction, Self-help","This is a fictional description for the book 'The Boyband Murder Mystery' by Robert Wilson, Jennifer Miller."
47,47,47,47,1,629792748,2429469627687,Linda Johnson,1951.0,Misfortune Cookie,Misfortune Cookie,eng,2.25,6831,6831,683,2049,1707,1366,1024,685,https://example.com/bookcovers/47.jpg,https://example.com/bookcovers/small/47.jpg,Mystery,This is a fictional description for the book 'Misfortune Cookie' by Linda Johnson.
48,48,48,48,1,5935738671,4768579884308,"Michael Miller, Linda Smith, Linda Thomas",1991.0,"Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho","Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho",eng,2.19,5240,5240,524,1572,1310,1048,786,524,https://example.com/bookcovers/48.jpg,https://example.com/bookcovers/small/48.jpg,Thriller,"This is a fictional description for the book 'Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho' by Michael Miller, Linda Smith, Linda Thomas."
49,49,49,49,1,8341298711,2182314242671,James Wilson,1965.0,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,eng,2.89,6834,6834,683,2050,1708,1366,1025,685,https://example.com/bookcovers/49.jpg,https://example.com/bookcovers/small/49.jpg,"Biography, Literary Fiction, Romance",This is a fictional description for the book 'The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices' by James Wilson.
50,50,50,50,1,8916221644,485493746401,"Emily Thomas, Michael Johnson, James Wilson",1907.0,The Height of the Scream,The Height of the Scream,eng,2.58,6739,6739,673,2021,1684,1347,1010,677,https://example.com/bookcovers/50.jpg,https://example.com/bookcovers/small/50.jpg,"Romance, Mystery, Horror","This is a fictional description for the book 'The Height of the Scream' by Emily Thomas, Michael Johnson, James Wilson."
51,51,51,51,1,5123292037,5460684953533,Michelle Davis,1996.0,Woodrow Wilson,Woodrow Wilson,eng,3.49,5451,5451,545,545,817,2180,1362,547,https://example.com/bookcovers/51.jpg,https://example.com/bookcovers/small/51.jpg,Horror,This is a fictional description for the book 'Woodrow Wilson' by Michelle Davis.
52,52,52,52,1,3406003702,5279966663602,"Emily Thomas, Robert Anderson, David Miller",1956.0,"Hallo, hier bin ich!","Hallo, hier bin ich!",eng,3.81,9025,9025,902,451,902,2256,3610,1806,https://example.com/bookcovers/52.jpg,https://example.com/bookcovers/small/52.jpg,"Non-fiction, Historical Fiction, Mystery","This is a fictional description for the book 'Hallo, hier bin ich!' by Emily Thomas, Robert Anderson, David Miller."
53,53,53,53,1,2178075938,3967581866917,"Michael Smith, Michelle Thomas, Jennifer Davis",1978.0,Die Prüfungen der Engel,Die Prüfungen der Engel,eng,4.28,8640,8640,864,172,691,1296,3024,3457,https://example.com/bookcovers/53.jpg,https://example.com/bookcovers/small/53.jpg,"Science Fiction, Fantasy, Mystery","This is a fictional description for the book 'Die Prüfungen der Engel' by Michael Smith, Michelle Thomas, Jennifer Davis."
54,54,54,54,1,4134809700,3667152004766,Emily Thomas,1948.0,A Life's Work: Learning to Overrule My Mindless Brain,A Life's Work: Learning to Overrule My Mindless Brain,eng,4.33,8533,8533,853,170,682,1279,2986,3416,https://example.com/bookcovers/54.jpg,https://example.com/bookcovers/small/54.jpg,"Science Fiction, Biography, Romance",This is a fictional description for the book 'A Life's Work: Learning to Overrule My Mindless Brain' by Emily Thomas.
55,55,55,55,1,1230700552,7187958809466,"David Smith, John Brown",1953.0,A Bag of Bones N' Chocolate Biscuits,A Bag of Bones N' Chocolate Biscuits,eng,1.93,5253,5253,525,1575,1313,1050,787,528,https://example.com/bookcovers/55.jpg,https://example.com/bookcovers/small/55.jpg,"Fantasy, Science Fiction","This is a fictional description for the book 'A Bag of Bones N' Chocolate Biscuits' by David Smith, John Brown."
56,56,56,56,1,7662159628,9869810613147,"Robert Wilson, Michael Thomas",2020.0,The Gumma wars,The Gumma wars,eng,3.03,333,333,33,33,49,133,83,35,https://example.com/bookcovers/56.jpg,https://example.com/bookcovers/small/56.jpg,"Horror, Thriller, Mystery","This is a fictional description for the book 'The Gumma wars' by Robert Wilson, Michael Thomas."
57,57,57,57,1,9888108332,1997154894193,John Miller,1952.0,Mimis Village And How Basic Health Care Transformed It,Mimis Village And How Basic Health Care Transformed It,eng,4.83,9556,9556,955,95,382,955,2389,5735,https://example.com/bookcovers/57.jpg,https://example.com/bookcovers/small/57.jpg,"Thriller, Young Adult",This is a fictional description for the book 'Mimis Village And How Basic Health Care Transformed It' by John Miller.
58,58,58,58,1,3318446937,9284511728264,James Moore,1968.0,World War II,World War II,eng,2.11,7434,7434,743,2230,1858,1486,1115,745,https://example.com/bookcovers/58.jpg,https://example.com/bookcovers/small/58.jpg,"Thriller, Science Fiction, Non-fiction",This is a fictional description for the book 'World War II' by James Moore.
59,59,59,59,1,9125891538,4573544131747,"John Taylor, James Thomas, Robert Thomas",1995.0,Ninna nanna,Ninna nanna,eng,3.81,2722,2722,272,136,272,680,1088,546,https://example.com/bookcovers/59.jpg,https://example.com/bookcovers/small/59.jpg,Biography,"This is a fictional description for the book 'Ninna nanna' by John Taylor, James Thomas, Robert Thomas."
60,60,60,60,1,3139565973,6821059870517,"Jennifer Brown, James Davis",1925.0,The Holiday Trap,The Holiday Trap,eng,4.47,6866,6866,686,137,549,1029,2403,2748,https://example.com/bookcovers/60.jpg,https://example.com/bookcovers/small/60.jpg,"Fantasy, Mystery, Literary Fiction","This is a fictional description for the book 'The Holiday Trap' by Jennifer Brown, James Davis."
61,61,61,61,1,5076889290,6588519637982,"Robert Moore, Michelle Smith",1990.0,Something Special,Something Special,eng,2.82,3857,3857,385,1157,964,771,578,387,https://example.com/bookcovers/61.jpg,https://example.com/bookcovers/small/61.jpg,"Science Fiction, Thriller, Mystery","This is a fictional description for the book 'Something Special' by Robert Moore, Michelle Smith."
62,62,62,62,1,6454319111,5752407520910,Michelle Johnson,1983.0,Palatul de hârtie,Palatul de hârtie,eng,1.55,6877,6877,687,2063,1719,1375,1031,689,https://example.com/bookcovers/62.jpg,https://example.com/bookcovers/small/62.jpg,Self-help,This is a fictional description for the book 'Palatul de hârtie' by Michelle Johnson.
63,63,63,63,1,5992643945,2901191787958,"Jennifer Brown, Sarah Moore, Robert Brown",1969.0,Alacrity,Alacrity,eng,3.86,8887,8887,888,444,888,2221,3554,1780,https://example.com/bookcovers/63.jpg,https://example.com/bookcovers/small/63.jpg,Non-fiction,"This is a fictional description for the book 'Alacrity' by Jennifer Brown, Sarah Moore, Robert Brown."
64,64,64,64,1,280441650,9845885644642,"James Miller, John Wilson",1999.0,Deadly Force,Deadly Force,eng,1.12,9528,9528,952,2858,2382,1905,1429,954,https://example.com/bookcovers/64.jpg,https://example.com/bookcovers/small/64.jpg,"Self-help, Romance","This is a fictional description for the book 'Deadly Force' by James Miller, John Wilson."
65,65,65,65,1,3323583686,6028733989245,James Smith,1912.0,Bitter Sweet Distraction,Bitter Sweet Distraction,eng,4.65,8720,8720,872,87,348,872,2180,5233,https://example.com/bookcovers/65.jpg,https://example.com/bookcovers/small/65.jpg,"Self-help, Biography",This is a fictional description for the book 'Bitter Sweet Distraction' by James Smith.
66,66,66,66,1,6780715854,7196843635255,"Michael Moore, Michelle Miller",1959.0,Jilted,Jilted,eng,4.08,4238,4238,423,84,339,635,1483,1697,https://example.com/bookcovers/66.jpg,https://example.com/bookcovers/small/66.jpg,Historical Fiction,"This is a fictional description for the book 'Jilted' by Michael Moore, Michelle Miller."
67,67,67,67,1,1259445673,3201101822481,"Michelle Wilson, Jennifer Thomas",2014.0,The Science of Storytelling,The Science of Storytelling,eng,2.07,299,299,29,89,74,59,44,33,https://example.com/bookcovers/67.jpg,https://example.com/bookcovers/small/67.jpg,"Self-help, Historical Fiction","This is a fictional description for the book 'The Science of Storytelling' by Michelle Wilson, Jennifer Thomas."
68,68,68,68,1,646072461,9394761822467,"Robert Wilson, David Miller",1971.0,A Colorado Match                            Love Inspired,A Colorado Match                            Love Inspired,eng,1.66,2189,2189,218,656,547,437,328,221,https://example.com/bookcovers/68.jpg,https://example.com/bookcovers/small/68.jpg,"Mystery, Romance","This is a fictional description for the book 'A Colorado Match                            Love Inspired' by Robert Wilson, David Miller."
69,69,69,69,1,691470115,9592242847695,"Robert Thomas, Jennifer Anderson",1930.0,A Fine Line: A balance to survive,A Fine Line: A balance to survive,eng,2.05,6733,6733,673,2019,1683,1346,1009,676,https://example.com/bookcovers/69.jpg,https://example.com/bookcovers/small/69.jpg,"Horror, Fantasy, Science Fiction","This is a fictional description for the book 'A Fine Line: A balance to survive' by Robert Thomas, Jennifer Anderson."
70,70,70,70,1,8667834917,5961309092053,Jennifer Anderson,1917.0,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,eng,4.61,1512,1512,151,15,60,151,378,908,https://example.com/bookcovers/70.jpg,https://example.com/bookcovers/small/70.jpg,"Literary Fiction, Self-help",This is a fictional description for the book 'Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life' by Jennifer Anderson.
71,71,71,71,1,2277530083,9639562859507,Jennifer Wilson,1910.0,Great sects and schisms in Judaism,Great sects and schisms in Judaism,eng,3.13,335,335,33,33,50,134,83,35,https://example.com/bookcovers/71.jpg,https://example.com/bookcovers/small/71.jpg,Fantasy,This is a fictional description for the book 'Great sects and schisms in Judaism' by Jennifer Wilson.
