id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres,description
13,13,13,13,1,5394885246,9707937486292,"John Brown, James Davis, Sarah Smith",2005.0,Alacrity,Alacrity,eng,4.87,9531,9531,953,95,381,953,2382,5720,https://example.com/bookcovers/13.jpg,https://example.com/bookcovers/small/13.jpg,Mystery,"This is a fictional description for the book 'Alacrity' by John Brown, James Davis, Sarah Smith."
14,14,14,14,1,2252336269,3248025559101,"Michael Taylor, James Thomas, Linda Moore",1941.0,Deadly Force,Deadly Force,eng,3.72,4945,4945,494,247,494,1236,1978,990,https://example.com/bookcovers/14.jpg,https://example.com/bookcovers/small/14.jpg,"Fantasy, Mystery, Historical Fiction","This is a fictional description for the book 'Deadly Force' by Michael Taylor, James Thomas, Linda Moore."
15,15,15,15,1,1567208691,4668842186692,"Linda Anderson, Robert Thomas",1980.0,Bitter Sweet Distraction,Bitter Sweet Distraction,eng,1.23,5874,5874,587,1762,1468,1174,881,589,https://example.com/bookcovers/15.jpg,https://example.com/bookcovers/small/15.jpg,"Historical Fiction, Science Fiction","This is a fictional description for the book 'Bitter Sweet Distraction' by Linda Anderson, Robert Thomas."
16,16,16,16,1,2525167144,7235579428729,"James Wilson, Robert Moore, David Davis",2022.0,Jilted,Jilted,eng,3.73,2602,2602,260,130,260,650,1040,522,https://example.com/bookcovers/16.jpg,https://example.com/bookcovers/small/16.jpg,"Science Fiction, Fantasy","This is a fictional description for the book 'Jilted' by James Wilson, Robert Moore, David Davis."
17,17,17,17,1,0778891543,5489268241488,"Michelle Brown, Robert Miller, Jennifer Davis",1960.0,The Science of Storytelling,The Science of Storytelling,eng,2.49,3596,3596,359,1078,899,719,539,361,https://example.com/bookcovers/17.jpg,https://example.com/bookcovers/small/17.jpg,"Non-fiction, Historical Fiction, Young Adult","This is a fictional description for the book 'The Science of Storytelling' by Michelle Brown, Robert Miller, Jennifer Davis."
18,18,18,18,1,4043469496,8614419399783,"Linda Thomas, Emily Wilson",1986.0,A Colorado Match                            Love Inspired,A Colorado Match                            Love Inspired,eng,4.63,1964,1964,196,19,78,196,491,1180,https://example.com/bookcovers/18.jpg,https://example.com/bookcovers/small/18.jpg,"Non-fiction, Literary Fiction, Historical Fiction","This is a fictional description for the book 'A Colorado Match                            Love Inspired' by Linda Thomas, Emily Wilson."
19,19,19,19,1,9836101199,0515958741677,"Michael Thomas, John Wilson",2009.0,A Fine Line: A balance to survive,A Fine Line: A balance to survive,eng,3.5,5131,5131,513,256,513,1282,2052,1028,https://example.com/bookcovers/19.jpg,https://example.com/bookcovers/small/19.jpg,"Biography, Self-help, Romance","This is a fictional description for the book 'A Fine Line: A balance to survive' by Michael Thomas, John Wilson."
20,20,20,20,1,3700104105,2991066351516,Linda Taylor,2012.0,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,eng,4.38,2270,2270,227,45,181,340,794,910,https://example.com/bookcovers/20.jpg,https://example.com/bookcovers/small/20.jpg,"Mystery, Literary Fiction",This is a fictional description for the book 'Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life' by Linda Taylor.
21,21,21,21,1,6961221036,5475186472182,"John Johnson, John Johnson",1937.0,Great sects and schisms in Judaism,Great sects and schisms in Judaism,eng,1.96,110,110,11,33,27,22,16,12,https://example.com/bookcovers/21.jpg,https://example.com/bookcovers/small/21.jpg,"Horror, Thriller, Historical Fiction","This is a fictional description for the book 'Great sects and schisms in Judaism' by John Johnson, John Johnson."
22,22,22,22,1,9762973268,3911460810844,"Michelle Thomas, Robert Thomas",1956.0,When the Night Falls,When the Night Falls,eng,2.95,3090,3090,309,927,772,618,463,310,https://example.com/bookcovers/22.jpg,https://example.com/bookcovers/small/22.jpg,Horror,"This is a fictional description for the book 'When the Night Falls' by Michelle Thomas, Robert Thomas."
23,23,23,23,1,7167121117,5010016665565,"Jennifer Miller, David Miller, Emily Taylor",1985.0,The lady of secrets,The lady of secrets,eng,4.94,9489,9489,948,94,379,948,2372,5696,https://example.com/bookcovers/23.jpg,https://example.com/bookcovers/small/23.jpg,"Science Fiction, Horror, Mystery","This is a fictional description for the book 'The lady of secrets' by Jennifer Miller, David Miller, Emily Taylor."
24,24,24,24,1,0894280485,9703180763559,"Sarah Johnson, Michelle Thomas",1942.0,We Are Theologians: Strengthening the People of God,We Are Theologians: Strengthening the People of God,eng,3.09,3945,3945,394,394,591,1578,986,396,https://example.com/bookcovers/24.jpg,https://example.com/bookcovers/small/24.jpg,Horror,"This is a fictional description for the book 'We Are Theologians: Strengthening the People of God' by Sarah Johnson, Michelle Thomas."
25,25,25,25,1,9554478319,3216767851984,Sarah Moore,1962.0,Girls out late (Girls #3),Girls out late (Girls #3),eng,2.09,6262,6262,626,1878,1565,1252,939,628,https://example.com/bookcovers/25.jpg,https://example.com/bookcovers/small/25.jpg,Horror,This is a fictional description for the book 'Girls out late (Girls #3)' by Sarah Moore.
26,26,26,26,1,1667202375,1382418632448,"Linda Taylor, Linda Taylor",1905.0,What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream,What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream,eng,4.91,950,950,95,9,38,95,237,571,https://example.com/bookcovers/26.jpg,https://example.com/bookcovers/small/26.jpg,Non-fiction,"This is a fictional description for the book 'What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream' by Linda Taylor, Linda Taylor."
27,27,27,27,1,6605628236,9374244884157,"Linda Smith, Emily Miller, Robert Anderson",1938.0,Economics For Dummies,Economics For Dummies,eng,1.51,2820,2820,282,846,705,564,423,282,https://example.com/bookcovers/27.jpg,https://example.com/bookcovers/small/27.jpg,"Science Fiction, Historical Fiction","This is a fictional description for the book 'Economics For Dummies' by Linda Smith, Emily Miller, Robert Anderson."
28,28,28,28,1,5472091282,3532686174172,Michelle Brown,2011.0,Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them,Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them,eng,1.46,890,890,89,267,222,178,133,90,https://example.com/bookcovers/28.jpg,https://example.com/bookcovers/small/28.jpg,Self-help,This is a fictional description for the book 'Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them' by Michelle Brown.
29,29,29,29,1,1027921165,1020381012373,David Smith,2008.0,Moving Up On Manolos,Moving Up On Manolos,eng,1.34,9162,9162,916,2748,2290,1832,1374,918,https://example.com/bookcovers/29.jpg,https://example.com/bookcovers/small/29.jpg,Young Adult,This is a fictional description for the book 'Moving Up On Manolos' by David Smith.
30,30,30,30,1,4000373668,9151489666483,Linda Anderson,2011.0,The British Constitution,The British Constitution,eng,1.24,27,27,2,8,6,5,4,4,https://example.com/bookcovers/30.jpg,https://example.com/bookcovers/small/30.jpg,"Thriller, Literary Fiction, Historical Fiction",This is a fictional description for the book 'The British Constitution' by Linda Anderson.
31,31,31,31,1,9354482739,2677087263969,"Linda Miller, James Wilson",1979.0,The Abode,The Abode,eng,4.63,5795,5795,579,57,231,579,1448,3480,https://example.com/bookcovers/31.jpg,https://example.com/bookcovers/small/31.jpg,Horror,"This is a fictional description for the book 'The Abode' by Linda Miller, James Wilson."
32,32,32,32,1,8601270605,5646772345342,"John Smith, Sarah Miller, Sarah Thomas",2000.0,"Das einzige Kind, Im Zeichen des Löwen","Das einzige Kind, Im Zeichen des Löwen",eng,1.91,700,700,70,210,175,140,105,70,https://example.com/bookcovers/32.jpg,https://example.com/bookcovers/small/32.jpg,Historical Fiction,"This is a fictional description for the book 'Das einzige Kind, Im Zeichen des Löwen' by John Smith, Sarah Miller, Sarah Thomas."
33,33,33,33,1,4771334588,1984122016717,Michael Miller,1976.0,Las estrellas nos atacan,Las estrellas nos atacan,eng,2.56,103,103,10,30,25,20,15,13,https://example.com/bookcovers/33.jpg,https://example.com/bookcovers/small/33.jpg,Fantasy,This is a fictional description for the book 'Las estrellas nos atacan' by Michael Miller.
34,34,34,34,1,5585102792,8097244147198,"Emily Brown, Emily Johnson, Michael Johnson",1910.0,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,eng,1.38,5370,5370,537,1611,1342,1074,805,538,https://example.com/bookcovers/34.jpg,https://example.com/bookcovers/small/34.jpg,Horror,"This is a fictional description for the book 'Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie' by Emily Brown, Emily Johnson, Michael Johnson."
35,35,35,35,1,7674416683,6274774688101,Sarah Johnson,1968.0,The Discerning Heart: Exploring the Christian Path,The Discerning Heart: Exploring the Christian Path,eng,4.89,9437,9437,943,94,377,943,2359,5664,https://example.com/bookcovers/35.jpg,https://example.com/bookcovers/small/35.jpg,"Horror, Fantasy, Biography",This is a fictional description for the book 'The Discerning Heart: Exploring the Christian Path' by Sarah Johnson.
36,36,36,36,1,8364431835,9168674360124,"Emily Anderson, David Davis",2007.0,India and Israel against Islamic terror,India and Israel against Islamic terror,eng,4.24,8405,8405,840,168,672,1260,2941,3364,https://example.com/bookcovers/36.jpg,https://example.com/bookcovers/small/36.jpg,Biography,"This is a fictional description for the book 'India and Israel against Islamic terror' by Emily Anderson, David Davis."
37,37,37,37,1,3108224530,1258573059561,"Jennifer Anderson, Jennifer Thomas, Linda Johnson",2001.0,Walking and climbing,Walking and climbing,eng,4.43,5759,5759,575,115,460,863,2015,2306,https://example.com/bookcovers/37.jpg,https://example.com/bookcovers/small/37.jpg,Fantasy,"This is a fictional description for the book 'Walking and climbing' by Jennifer Anderson, Jennifer Thomas, Linda Johnson."
38,38,38,38,1,0062824823,5001556950383,"Sarah Johnson, Sarah Miller",1981.0,ASURA SOVEREIGN 30,ASURA SOVEREIGN 30,eng,4.5,354,354,35,3,14,35,88,214,https://example.com/bookcovers/38.jpg,https://example.com/bookcovers/small/38.jpg,"Thriller, Literary Fiction","This is a fictional description for the book 'ASURA SOVEREIGN 30' by Sarah Johnson, Sarah Miller."
39,39,39,39,1,9589884079,6395023499848,"Jennifer Anderson, John Moore",2020.0,"When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation","When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation",eng,2.47,5130,5130,513,1539,1282,1026,769,514,https://example.com/bookcovers/39.jpg,https://example.com/bookcovers/small/39.jpg,"Self-help, Biography","This is a fictional description for the book 'When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation' by Jennifer Anderson, John Moore."
40,40,40,40,1,1474117144,4135785335845,"Emily Miller, David Davis",2017.0,Snap,Snap,eng,1.84,1809,1809,180,542,452,361,271,183,https://example.com/bookcovers/40.jpg,https://example.com/bookcovers/small/40.jpg,"Mystery, Thriller","This is a fictional description for the book 'Snap' by Emily Miller, David Davis."
41,41,41,41,1,1162828826,7522474234151,"Jennifer Johnson, Sarah Thomas, Emily Smith",1917.0,The Wandering Inn: Book 2 - Fae and Fare,The Wandering Inn: Book 2 - Fae and Fare,eng,1.72,5231,5231,523,1569,1307,1046,784,525,https://example.com/bookcovers/41.jpg,https://example.com/bookcovers/small/41.jpg,"Romance, Self-help, Thriller","This is a fictional description for the book 'The Wandering Inn: Book 2 - Fae and Fare' by Jennifer Johnson, Sarah Thomas, Emily Smith."
42,42,42,42,1,2853484681,5319196427671,"Jennifer Miller, Michael Wilson",2003.0,Shelter folks,Shelter folks,eng,2.09,4343,4343,434,1302,1085,868,651,437,https://example.com/bookcovers/42.jpg,https://example.com/bookcovers/small/42.jpg,Literary Fiction,"This is a fictional description for the book 'Shelter folks' by Jennifer Miller, Michael Wilson."
43,43,43,43,1,2464875649,3818995596874,"James Anderson, James Thomas",2008.0,"The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich","The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich",eng,2.42,6693,6693,669,2007,1673,1338,1003,672,https://example.com/bookcovers/43.jpg,https://example.com/bookcovers/small/43.jpg,"Fantasy, Biography, Science Fiction","This is a fictional description for the book 'The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich' by James Anderson, James Thomas."
44,44,44,44,1,8652925252,5149195165149,"Robert Brown, James Wilson, Sarah Miller",1951.0,MacLaurin's Lady,MacLaurin's Lady,eng,4.23,5043,5043,504,100,403,756,1765,2019,https://example.com/bookcovers/44.jpg,https://example.com/bookcovers/small/44.jpg,"Historical Fiction, Non-fiction","This is a fictional description for the book 'MacLaurin's Lady' by Robert Brown, James Wilson, Sarah Miller."
45,45,45,45,1,7947396751,6405091530262,"Linda Anderson, Michelle Miller, Linda Miller",2000.0,The Bay,The Bay,eng,3.93,2156,2156,215,107,215,539,862,433,https://example.com/bookcovers/45.jpg,https://example.com/bookcovers/small/45.jpg,"Historical Fiction, Literary Fiction, Mystery","This is a fictional description for the book 'The Bay' by Linda Anderson, Michelle Miller, Linda Miller."
46,46,46,46,1,4243681223,8010552156802,"Michelle Johnson, Michelle Miller, Linda Miller",1989.0,The Boyband Murder Mystery,The Boyband Murder Mystery,eng,1.27,6585,6585,658,1975,1646,1317,987,660,https://example.com/bookcovers/46.jpg,https://example.com/bookcovers/small/46.jpg,Fantasy,"This is a fictional description for the book 'The Boyband Murder Mystery' by Michelle Johnson, Michelle Miller, Linda Miller."
47,47,47,47,1,7445858536,6478680875968,"Linda Johnson, John Davis",1938.0,Misfortune Cookie,Misfortune Cookie,eng,4.94,1595,1595,159,15,63,159,398,960,https://example.com/bookcovers/47.jpg,https://example.com/bookcovers/small/47.jpg,"Non-fiction, Mystery, Literary Fiction","This is a fictional description for the book 'Misfortune Cookie' by Linda Johnson, John Davis."
48,48,48,48,1,4642831133,7626616493377,"Emily Anderson, James Taylor",2020.0,"Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho","Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho",eng,1.29,3178,3178,317,953,794,635,476,320,https://example.com/bookcovers/48.jpg,https://example.com/bookcovers/small/48.jpg,"Romance, Thriller, Fantasy","This is a fictional description for the book 'Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho' by Emily Anderson, James Taylor."
49,49,49,49,1,5243940097,6079341328613,John Anderson,1905.0,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,eng,1.12,5573,5573,557,1671,1393,1114,835,560,https://example.com/bookcovers/49.jpg,https://example.com/bookcovers/small/49.jpg,"Biography, Romance",This is a fictional description for the book 'The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices' by John Anderson.
50,50,50,50,1,9154875616,2644808020177,"Emily Taylor, Michael Johnson, James Smith",1914.0,The Height of the Scream,The Height of the Scream,eng,3.45,1000,1000,100,100,150,400,250,100,https://example.com/bookcovers/50.jpg,https://example.com/bookcovers/small/50.jpg,Romance,"This is a fictional description for the book 'The Height of the Scream' by Emily Taylor, Michael Johnson, James Smith."
51,51,51,51,1,5500684720,8998111962865,Linda Wilson,2008.0,Woodrow Wilson,Woodrow Wilson,eng,1.23,551,551,55,165,137,110,82,57,https://example.com/bookcovers/51.jpg,https://example.com/bookcovers/small/51.jpg,"Biography, Young Adult, Non-fiction",This is a fictional description for the book 'Woodrow Wilson' by Linda Wilson.
52,52,52,52,1,5079326442,2442834631770,"Michael Davis, Linda Wilson, James Wilson",1946.0,"Hallo, hier bin ich!","Hallo, hier bin ich!",eng,2.78,3731,3731,373,1119,932,746,559,375,https://example.com/bookcovers/52.jpg,https://example.com/bookcovers/small/52.jpg,Historical Fiction,"This is a fictional description for the book 'Hallo, hier bin ich!' by Michael Davis, Linda Wilson, James Wilson."
53,53,53,53,1,1280978468,0420501851220,"Sarah Johnson, Michelle Thomas",1967.0,Die Prüfungen der Engel,Die Prüfungen der Engel,eng,2.42,1044,1044,104,313,261,208,156,106,https://example.com/bookcovers/53.jpg,https://example.com/bookcovers/small/53.jpg,"Literary Fiction, Mystery","This is a fictional description for the book 'Die Prüfungen der Engel' by Sarah Johnson, Michelle Thomas."
54,54,54,54,1,6368700938,3367541286847,"Michelle Taylor, Linda Taylor, Emily Anderson",2024.0,A Life's Work: Learning to Overrule My Mindless Brain,A Life's Work: Learning to Overrule My Mindless Brain,eng,2.91,1412,1412,141,423,353,282,211,143,https://example.com/bookcovers/54.jpg,https://example.com/bookcovers/small/54.jpg,Self-help,"This is a fictional description for the book 'A Life's Work: Learning to Overrule My Mindless Brain' by Michelle Taylor, Linda Taylor, Emily Anderson."
55,55,55,55,1,8470885062,1691832303536,"Robert Anderson, John Miller, Jennifer Taylor",1907.0,A Bag of Bones N' Chocolate Biscuits,A Bag of Bones N' Chocolate Biscuits,eng,3.04,7855,7855,785,785,1178,3142,1963,787,https://example.com/bookcovers/55.jpg,https://example.com/bookcovers/small/55.jpg,"Mystery, Literary Fiction, Historical Fiction","This is a fictional description for the book 'A Bag of Bones N' Chocolate Biscuits' by Robert Anderson, John Miller, Jennifer Taylor."
56,56,56,56,1,5946009893,6021944380686,"Robert Miller, Jennifer Miller, Emily Smith",1983.0,The Gumma wars,The Gumma wars,eng,3.67,8116,8116,811,405,811,2029,3246,1625,https://example.com/bookcovers/56.jpg,https://example.com/bookcovers/small/56.jpg,Self-help,"This is a fictional description for the book 'The Gumma wars' by Robert Miller, Jennifer Miller, Emily Smith."
57,57,57,57,1,1190571477,7632793454652,"Robert Davis, James Brown, John Johnson",1900.0,Mimis Village And How Basic Health Care Transformed It,Mimis Village And How Basic Health Care Transformed It,eng,4.07,4036,4036,403,80,322,605,1412,1617,https://example.com/bookcovers/57.jpg,https://example.com/bookcovers/small/57.jpg,"Non-fiction, Young Adult, Historical Fiction","This is a fictional description for the book 'Mimis Village And How Basic Health Care Transformed It' by Robert Davis, James Brown, John Johnson."
58,58,58,58,1,9153795622,9748157052574,Jennifer Smith,1933.0,World War II,World War II,eng,1.5,2804,2804,280,841,701,560,420,282,https://example.com/bookcovers/58.jpg,https://example.com/bookcovers/small/58.jpg,Self-help,This is a fictional description for the book 'World War II' by Jennifer Smith.
59,59,59,59,1,4624073610,1041979958358,John Wilson,1939.0,Ninna nanna,Ninna nanna,eng,4.7,2697,2697,269,26,107,269,674,1621,https://example.com/bookcovers/59.jpg,https://example.com/bookcovers/small/59.jpg,Young Adult,This is a fictional description for the book 'Ninna nanna' by John Wilson.
60,60,60,60,1,2553209807,6105238906782,"James Miller, Michael Smith, Robert Davis",1946.0,The Holiday Trap,The Holiday Trap,eng,2.35,9631,9631,963,2889,2407,1926,1444,965,https://example.com/bookcovers/60.jpg,https://example.com/bookcovers/small/60.jpg,"Mystery, Horror","This is a fictional description for the book 'The Holiday Trap' by James Miller, Michael Smith, Robert Davis."
61,61,61,61,1,1150128078,2182499071712,"Michelle Smith, Emily Smith, Linda Thomas",2011.0,Something Special,Something Special,eng,1.08,3843,3843,384,1152,960,768,576,387,https://example.com/bookcovers/61.jpg,https://example.com/bookcovers/small/61.jpg,Literary Fiction,"This is a fictional description for the book 'Something Special' by Michelle Smith, Emily Smith, Linda Thomas."
62,62,62,62,1,7217440878,5943907900556,"John Thomas, Linda Miller, Michelle Johnson",1958.0,Palatul de hârtie,Palatul de hârtie,eng,1.67,805,805,80,241,201,161,120,82,https://example.com/bookcovers/62.jpg,https://example.com/bookcovers/small/62.jpg,"Science Fiction, Horror","This is a fictional description for the book 'Palatul de hârtie' by John Thomas, Linda Miller, Michelle Johnson."
63,63,63,63,1,1287597538,5662467455639,"Michelle Smith, Sarah Brown",1955.0,Alacrity,Alacrity,eng,1.85,9697,9697,969,2909,2424,1939,1454,971,https://example.com/bookcovers/63.jpg,https://example.com/bookcovers/small/63.jpg,Thriller,"This is a fictional description for the book 'Alacrity' by Michelle Smith, Sarah Brown."
64,64,64,64,1,1283586066,0500881314825,Michelle Moore,1911.0,Deadly Force,Deadly Force,eng,3.89,4918,4918,491,245,491,1229,1967,986,https://example.com/bookcovers/64.jpg,https://example.com/bookcovers/small/64.jpg,"Self-help, Biography",This is a fictional description for the book 'Deadly Force' by Michelle Moore.
65,65,65,65,1,7511953228,2683513718176,"Emily Anderson, Emily Moore",1967.0,Bitter Sweet Distraction,Bitter Sweet Distraction,eng,1.6,3661,3661,366,1098,915,732,549,367,https://example.com/bookcovers/65.jpg,https://example.com/bookcovers/small/65.jpg,"Biography, Young Adult, Science Fiction","This is a fictional description for the book 'Bitter Sweet Distraction' by Emily Anderson, Emily Moore."
66,66,66,66,1,3232518740,2834003385968,"John Moore, Linda Smith",1916.0,Jilted,Jilted,eng,1.97,1225,1225,122,367,306,245,183,124,https://example.com/bookcovers/66.jpg,https://example.com/bookcovers/small/66.jpg,Literary Fiction,"This is a fictional description for the book 'Jilted' by John Moore, Linda Smith."
67,67,67,67,1,3564961362,4429200467740,"David Johnson, Michelle Davis",2023.0,The Science of Storytelling,The Science of Storytelling,eng,4.28,8005,8005,800,160,640,1200,2801,3204,https://example.com/bookcovers/67.jpg,https://example.com/bookcovers/small/67.jpg,Horror,"This is a fictional description for the book 'The Science of Storytelling' by David Johnson, Michelle Davis."
68,68,68,68,1,7579327443,7902339278278,"Michael Johnson, Emily Anderson, Robert Johnson",1989.0,A Colorado Match                            Love Inspired,A Colorado Match                            Love Inspired,eng,4.17,6981,6981,698,139,558,1047,2443,2794,https://example.com/bookcovers/68.jpg,https://example.com/bookcovers/small/68.jpg,"Romance, Horror, Science Fiction","This is a fictional description for the book 'A Colorado Match                            Love Inspired' by Michael Johnson, Emily Anderson, Robert Johnson."
69,69,69,69,1,0429120575,4552617678771,"Michael Smith, John Miller",2017.0,A Fine Line: A balance to survive,A Fine Line: A balance to survive,eng,3.37,3661,3661,366,366,549,1464,915,367,https://example.com/bookcovers/69.jpg,https://example.com/bookcovers/small/69.jpg,"Horror, Non-fiction","This is a fictional description for the book 'A Fine Line: A balance to survive' by Michael Smith, John Miller."
70,70,70,70,1,3831954263,2398201993743,"Linda Moore, Emily Smith",1919.0,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,eng,4.82,4768,4768,476,47,190,476,1192,2863,https://example.com/bookcovers/70.jpg,https://example.com/bookcovers/small/70.jpg,Historical Fiction,"This is a fictional description for the book 'Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life' by Linda Moore, Emily Smith."
