book_id,user_id,rating
488,77,2
200,77,4
423,77,5
246,77,2
414,77,1
163,77,4
137,77,5
242,77,3
228,77,4
381,77,4
227,77,2
147,77,3
372,78,5
165,78,3
20,78,5
5,79,4
442,79,4
35,79,2
311,79,5
426,79,5
369,80,5
436,80,4
419,80,4
104,80,5
106,80,3
301,80,4
177,80,4
305,80,5
151,80,5
101,80,5
94,80,3
233,80,4
186,80,4
460,80,5
409,80,1
224,80,4
370,80,4
416,80,4
19,81,4
169,81,4
30,81,3
117,81,2
236,81,3
114,81,3
12,81,5
282,81,5
94,81,3
106,81,4
39,81,5
296,81,4
351,81,5
439,81,4
306,81,3
258,81,2
453,81,2
167,81,5
60,82,3
24,82,3
331,82,5
69,82,2
145,82,5
166,82,5
210,82,4
362,82,4
167,82,5
244,82,3
390,82,1
125,82,2
391,82,4
467,82,5
39,82,3
65,82,5
108,82,5
131,82,4
275,83,3
102,83,5
337,83,5
291,83,5
221,83,4
2,83,2
234,83,4
252,83,4
112,83,5
187,83,3
445,83,4
455,83,5
197,83,4
44,83,2
212,83,4
48,83,5
158,83,4
450,83,5
20,83,2
234,84,4
92,84,5
478,84,2
16,84,2
412,84,4
486,84,5
317,84,4
183,84,3
318,84,2
343,84,5
450,84,4
7,85,5
279,85,5
285,85,5
433,85,1
384,85,2
77,85,4
393,85,1
20,86,4
313,86,5
19,86,4
148,86,5
319,86,2
341,86,5
475,86,4
320,86,2
325,86,5
307,86,4
212,86,1
191,86,5
422,86,5
352,86,4
113,86,5
440,86,4
269,86,5
324,86,5
488,86,2
110,86,1
28,87,5
405,87,5
233,87,3
266,87,3
60,87,4
127,87,5
397,87,5
457,87,5
149,87,4
143,88,5
99,88,5
281,88,5
244,88,4
451,88,4
345,88,4
285,88,5
80,88,5
355,89,5
451,89,1
62,89,1
81,89,5
207,89,4
106,89,2
213,89,1
312,89,4
59,89,4
461,89,1
165,90,5
90,90,4
205,90,2
468,90,4
210,91,4
374,91,5
496,91,1
348,91,5
200,91,5
163,91,4
470,92,5
263,92,2
459,92,4
474,92,5
248,92,2
157,92,1
75,93,1
286,93,4
326,93,4
336,93,5
232,93,5
205,93,5
12,93,2
460,93,3
2,93,4
175,93,4
159,93,4
412,93,3
307,93,4
56,93,4
291,93,2
224,93,5
378,94,4
28,94,4
300,94,3
24,94,2
320,94,5
219,94,4
340,94,5
338,94,2
155,94,5
240,94,2
307,94,5
391,94,3
344,94,4
274,94,5
469,94,3
373,94,5
21,95,5
216,95,3
38,95,4
45,95,3
34,95,4
147,95,5
164,95,3
461,95,4
104,95,4
392,95,4
121,95,3
271,95,4
206,95,4
363,95,5
291,96,5
269,96,5
328,96,3
334,96,5
465,96,3
290,96,5
471,96,5
156,96,5
423,96,1
320,96,5
382,97,4
248,98,2
294,98,3
314,98,4
55,98,3
330,98,4
176,98,3
358,98,4
35,98,3
366,98,5
278,98,5
319,98,4
493,98,2
122,98,5
269,98,4
276,98,4
51,98,4
131,99,1
171,99,1
2,99,1
319,99,4
298,99,3
456,99,3
307,99,4
448,99,5
170,99,5
71,99,5
278,99,3
450,99,5
382,99,3
210,99,5
475,99,2
112,99,2
286,99,3
463,99,4
175,100,3
45,100,2
217,100,3
47,100,5
194,100,4
429,100,4
489,100,2
270,100,4
250,100,2
63,100,1
267,100,2
262,100,4
488,100,3
109,100,4
405,100,5
477,101,3
335,101,3
465,101,4
231,101,3
105,101,3
315,101,2
455,101,5
301,101,4
157,101,3
355,101,4
32,101,1
146,101,5
276,101,4
179,101,1
190,101,3
331,101,4
15,101,5
70,101,3
493,101,4
199,101,3
318,102,4
230,102,5
312,102,5
497,102,4
317,102,4
190,102,4
416,102,3
75,102,5
362,103,5
313,103,4
427,104,4
337,104,3
235,104,5
357,104,5
72,104,3
4,104,4
150,104,5
277,104,4
183,104,2
250,104,5
405,104,3
367,104,5
59,104,5
228,104,2
37,104,3
155,105,5
171,105,4
212,105,4
246,105,1
397,105,4
399,105,4
494,105,5
316,105,5
471,105,5
444,105,3
280,105,4
454,105,1
4,106,5
113,106,4
75,106,4
254,106,3
297,106,5
490,106,4
347,106,3
131,106,5
336,106,4
475,106,3
138,106,5
252,106,4
82,106,3
91,106,2
194,106,3
414,106,3
153,106,5
248,106,5
42,106,3
386,106,4
393,107,5
34,107,4
301,107,2
498,108,5
42,108,3
233,108,3
275,108,5
258,108,4
497,108,4
351,108,4
453,108,5
375,108,5
14,109,2
467,109,2
451,109,5
456,109,2
75,109,5
421,109,4
414,109,5
7,109,2
491,109,1
36,109,4
335,109,3
83,109,4
231,109,5
212,109,4
390,109,3
201,109,5
40,109,5
109,109,4
425,109,3
5,109,4
247,109,3
295,110,4
274,111,1
106,111,2
21,111,4
273,111,3
333,111,3
4,111,5
98,111,3
436,111,4
494,111,4
23,111,5
424,111,4
32,111,5
53,111,5
498,111,5
423,111,5
47,111,4
359,112,4
337,112,5
36,112,3
459,112,5
33,112,4
212,112,5
479,112,3
11,112,5
271,112,3
468,112,4
358,112,5
97,112,4
147,112,5
186,112,4
385,112,5
199,112,3
13,112,2
272,112,5
255,113,3
95,113,5
244,113,3
129,113,3
90,113,3
138,113,5
417,113,2
249,113,4
381,113,4
157,113,5
434,113,1
191,113,4
205,114,2
473,114,4
193,114,4
155,114,4
185,114,3
41,114,4
314,114,3
162,114,4
453,114,4
156,114,5
467,115,4
316,115,3
323,115,2
154,115,2
221,115,5
393,115,3
275,115,5
15,115,4
474,115,4
427,115,4
156,115,5
369,115,5
272,115,4
352,115,3
247,115,4
447,115,4
435,116,3
384,117,4
147,117,5
83,117,2
347,117,5
480,117,5
125,117,5
463,117,4
68,117,1
122,118,3
55,118,4
397,118,4
185,118,5
125,118,3
247,118,5
386,118,4
417,118,4
245,118,2
165,118,2
51,118,4
383,118,4
442,118,5
495,118,3
324,118,4
146,118,3
155,118,5
392,118,3
12,118,2
379,118,4
198,118,4
477,118,2
298,118,5
230,118,4
460,119,1
327,119,4
324,119,3
457,119,4
187,119,2
445,119,5
56,119,5
433,119,5
51,119,5
84,119,4
161,119,4
271,119,2
165,119,4
153,119,4
491,119,3
476,119,5
148,119,5
342,119,3
293,119,4
109,119,3
447,119,1
166,119,3
384,119,1
426,119,4
358,120,3
21,120,4
207,120,5
278,120,5
15,120,4
130,121,4
382,121,5
266,121,4
227,121,3
133,121,1
267,121,3
13,121,3
53,121,4
154,121,4
206,121,5
95,121,4
97,121,5
312,121,5
217,121,4
476,121,5
494,121,4
184,121,5
408,121,4
432,121,4
351,121,5
430,121,3
15,121,5
473,121,5
94,121,3
51,122,5
341,122,5
338,122,4
424,122,5
32,122,3
456,122,5
237,122,1
150,122,5
97,122,3
37,122,4
151,122,4
31,122,3
155,122,4
325,122,5
17,122,5
182,122,3
435,122,4
363,122,4
95,122,3
53,122,5
354,122,5
380,122,3
45,122,5
288,122,4
485,123,2
215,123,4
375,123,4
372,123,3
68,123,5
189,123,3
63,123,5
89,123,5
199,123,2
363,123,5
186,123,2
49,123,3
114,123,5
396,123,1
355,123,2
203,123,5
435,123,5
156,123,3
308,123,2
332,123,5
498,123,5
96,123,4
377,124,4
124,124,2
478,124,4
402,124,3
55,124,4
150,124,4
464,124,4
352,124,4
488,124,5
264,124,4
104,124,4
362,124,5
11,124,2
311,124,4
342,124,3
269,124,1
81,124,5
250,124,4
231,124,5
395,124,4
256,124,5
417,125,5
16,125,4
230,125,3
75,125,3
130,125,4
358,125,4
163,125,4
361,125,2
373,125,2
241,125,2
441,125,4
280,125,2
24,125,4
54,125,4
158,125,4
84,125,3
419,125,5
457,125,3
43,125,5
89,125,5
306,125,4
480,125,4
451,126,5
491,126,5
415,126,5
40,126,4
425,126,4
186,126,5
421,127,4
372,127,4
83,127,4
416,127,5
104,127,5
468,127,3
4,127,4
51,127,4
82,127,5
422,127,1
464,127,5
151,127,5
481,128,3
395,128,3
231,128,4
205,128,2
163,128,5
414,129,5
133,129,3
432,129,4
188,129,5
243,129,5
475,129,2
159,130,5
192,130,3
140,130,2
59,130,4
153,130,5
266,130,4
88,130,5
158,131,4
17,131,4
43,131,5
434,131,3
79,131,2
439,131,4
47,131,3
38,131,5
273,131,3
159,131,3
411,131,4
198,131,5
375,131,4
52,131,5
28,131,5
46,132,2
1,132,4
405,132,5
411,132,3
350,132,2
180,133,3
26,133,5
5,133,4
293,133,4
107,134,2
103,135,5
435,135,4
131,135,3
485,135,3
364,135,5
246,135,3
360,135,5
362,135,5
238,135,5
59,135,3
388,135,5
326,135,5
63,135,2
208,135,5
454,135,5
288,135,4
418,135,5
293,135,3
465,135,3
340,135,5
46,135,5
278,135,3
289,135,5
315,136,2
149,136,1
387,136,4
166,136,4
231,136,3
187,136,3
265,136,5
405,136,1
202,136,5
443,136,3
22,136,3
257,137,5
153,137,2
270,137,3
403,137,4
115,137,1
236,137,3
284,137,3
419,137,3
180,137,4
378,137,4
39,137,5
439,137,5
84,137,4
226,137,4
464,137,5
85,137,2
69,137,4
497,137,3
479,137,3
386,137,1
70,137,3
280,137,4
357,137,5
271,137,5
363,137,4
330,137,5
322,137,5
21,137,2
320,137,4
438,137,5
429,137,5
92,137,5
447,137,4
223,137,3
240,137,4
182,137,1
28,137,5
40,137,2
498,137,5
476,137,4
19,137,1
369,137,5
358,137,3
203,137,2
339,137,2
291,137,3
255,137,4
422,137,4
8,138,3
401,138,4
322,138,3
308,138,5
126,138,4
112,138,3
281,138,3
450,138,5
390,138,4
458,138,4
336,138,3
459,138,5
58,138,5
298,138,4
434,138,4
435,138,3
284,138,4
45,138,4
241,138,3
11,139,4
398,139,2
133,139,5
195,139,5
352,139,2
114,139,3
436,139,3
312,139,5
359,139,5
441,140,5
129,141,4
164,141,5
466,141,3
42,142,4
29,142,3
59,142,3
367,142,3
259,142,5
371,142,5
403,142,5
35,142,3
427,142,3
204,142,1
438,142,2
13,142,3
143,143,5
107,143,3
98,143,5
120,143,4
138,143,5
390,143,3
394,143,2
10,143,2
124,143,4
261,143,5
114,143,4
301,143,3
308,143,3
42,143,4
243,143,1
193,143,4
314,143,4
411,143,3
418,143,4
330,143,5
73,143,3
203,143,4
244,144,4
170,144,4
428,144,4
302,144,3
76,144,4
359,144,4
168,144,4
353,144,3
75,144,4
294,144,1
65,144,4
465,144,4
54,144,4
216,144,4
454,144,5
180,144,1
71,144,2
286,144,5
246,144,4
27,144,4
30,144,5
311,145,3
310,145,3
440,145,4
444,145,4
64,145,1
43,145,4
151,145,4
366,145,5
185,145,4
305,145,4
222,145,4
195,145,5
283,145,5
140,145,2
99,145,4
386,145,2
213,145,5
90,145,1
252,145,5
489,145,4
237,145,5
178,145,2
209,145,4
283,146,1
233,146,5
146,146,4
176,146,4
68,146,4
350,146,5
378,146,5
83,146,3
373,147,4
159,147,5
476,147,5
105,147,5
343,147,1
411,147,4
36,147,4
82,147,3
437,147,4
135,147,4
167,147,3
93,148,4
290,148,4
246,148,1
112,148,5
203,148,4
380,148,5
52,148,3
468,148,3
83,148,4
266,149,2
138,149,4
240,149,5
232,149,3
145,149,5
391,150,5
393,150,4
418,150,3
35,150,5
245,150,4
66,150,4
81,150,5
388,150,3
245,151,3
254,151,3
307,151,1
132,151,5
136,151,4
270,151,2
49,151,3
487,151,3
318,151,3
443,151,4
414,152,5
223,152,5
12,153,3
23,153,4
189,153,5
265,153,4
58,153,4
451,153,5
422,153,5
190,153,4
45,153,4
333,154,3
268,154,4
37,154,4
411,154,3
238,154,3
469,154,5
74,154,3
245,154,3
453,154,5
358,154,4
273,155,5
280,155,4
340,155,4
138,155,2
81,155,3
230,155,5
227,155,2
322,155,3
294,155,4
94,155,4
382,156,2
4,156,1
435,156,5
120,156,4
123,156,2
166,156,4
112,156,5
463,156,5
397,156,2
175,156,3
215,156,4
376,156,2
241,156,5
278,156,5
43,156,3
271,156,4
42,156,5
431,156,4
77,156,3
441,156,5
332,156,4
260,156,2
471,156,3
162,157,1
201,157,4
454,157,4
471,157,3
136,157,1
327,157,2
140,158,3
408,158,4
372,158,4
45,158,5
13,159,5
459,159,3
141,159,4
27,159,4
309,159,3
35,159,3
183,159,2
417,159,3
194,159,5
439,159,4
403,159,4
393,159,4
364,159,5
251,159,4
191,159,4
265,159,3
430,159,5
175,159,2
363,160,4
140,161,3
193,161,4
265,161,4
4,161,4
203,161,4
470,161,4
395,161,4
375,161,5
267,162,4
104,162,5
160,162,4
468,162,4
106,162,4
376,162,1
349,162,4
264,162,2
357,162,5
473,162,3
498,162,4
23,162,3
355,162,5
393,162,4
171,162,5
409,162,2
20,163,1
135,163,4
339,163,4
77,163,4
130,163,2
489,163,5
387,163,2
22,163,4
436,163,4
468,163,5
464,163,1
418,163,2
43,163,5
375,163,4
185,163,3
391,163,4
88,163,4
398,163,1
211,163,2
240,163,2
344,163,4
193,163,4
210,163,5
203,164,4
241,164,4
348,164,4
259,164,3
363,164,5
401,164,3
399,164,5
329,164,2
189,164,3
367,164,1
497,164,5
470,165,4
204,165,3
88,165,5
28,165,5
15,165,4
276,165,4
294,165,3
432,165,3
87,165,3
124,165,2
52,165,3
280,165,3
195,166,5
132,166,5
497,166,4
175,166,2
161,166,5
68,166,4
484,166,1
368,166,5
186,166,5
80,166,4
374,166,2
146,166,5
482,166,4
52,166,5
188,166,4
345,166,4
192,166,5
454,166,3
156,166,3
208,166,4
377,166,2
284,166,4
32,167,1
156,167,5
234,167,5
401,167,3
62,167,4
208,167,4
17,167,4
113,167,5
367,167,2
3,167,1
268,167,5
105,167,5
72,167,4
70,167,5
356,167,4
328,167,3
227,167,2
166,167,4
293,167,4
369,167,4
473,167,3
101,167,3
371,167,5
339,167,3
275,167,5
11,167,4
164,167,2
59,167,5
429,167,5
44,167,4
231,167,5
4,167,4
179,167,3
146,167,2
190,167,4
42,167,3
144,167,5
201,167,5
61,167,5
1,167,4
245,167,4
445,167,5
402,167,2
478,167,4
2,167,4
411,167,2
88,167,2
165,167,3
386,167,5
442,167,5
68,167,3
41,167,3
148,167,4
389,167,4
100,167,2
314,167,4
50,167,4
326,167,4
491,167,3
443,167,4
76,167,5
274,167,5
447,167,5
64,167,2
290,167,3
404,167,4
63,167,4
460,167,5
22,167,3
277,167,5
273,167,5
209,167,4
496,167,5
336,168,5
370,168,5
161,168,3
131,168,4
24,168,5
84,168,5
499,168,2
148,168,4
202,168,4
388,168,5
201,169,2
222,169,5
156,169,5
308,169,3
418,169,5
299,169,5
157,169,3
263,169,5
117,169,5
21,169,4
175,169,1
95,169,4
496,169,4
373,169,4
145,169,2
323,169,4
446,169,4
37,169,5
439,169,5
276,169,3
399,169,3
456,169,5
63,169,4
79,169,2
275,169,5
315,169,4
94,169,3
289,170,2
117,170,4
213,170,3
279,170,5
386,170,5
468,170,3
219,170,5
232,171,5
53,171,5
187,171,4
138,171,2
104,171,2
430,171,5
62,171,4
459,171,4
115,171,4
327,171,3
59,171,4
10,172,5
218,172,3
288,172,3
384,172,4
187,172,3
358,172,4
4,172,3
176,172,4
223,172,5
6,172,4
12,172,2
196,172,3
269,172,4
239,172,5
455,172,3
446,173,3
415,173,4
346,173,2
479,173,3
372,173,3
93,173,5
477,174,4
462,174,3
352,174,3
180,174,5
2,174,1
498,174,5
13,174,5
47,174,5
417,174,5
49,174,5
218,174,4
343,174,5
151,174,4
336,174,5
12,174,2
107,174,1
249,174,4
163,175,5
161,175,5
472,175,5
498,175,4
394,176,4
454,177,5
250,177,4
498,177,3
401,177,3
